,REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,FOLLOWED_RECOMMENDATIONS_PCT,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED,m_FAMILY_NAME,junk,personal,professional,TOTAL_VID_PREP_TIME,MASTER_VID_PREP_TIME,LARGE_VID_PREP_TIME,GENERAL_MEAL_RATING,PERC_UNIQUE_MEALS,AVG_TIME_PER_CATEGORY,AVG_TIME_PER_CLICK,out_REVENUE,out_AVG_TIME_PER_SITE_VISIT,out_AVG_PREP_VID_TIME,out_TOTAL_MEALS_ORDERED,out_UNIQUE_MEALS_PURCH,out_CONTACTS_W_CUSTOMER_SERVICE,out_CANCELLATIONS_BEFORE_NOON,out_PC_LOGINS,out_MOBILE_LOGINS,out_LATE_DELIVERIES,out_LARGEST_ORDER_SIZE,out_TOTAL_PHOTOS_VIEWED,out_TOTAL_VID_PREP_TIME,out_MASTER_VID_PREP_TIME,out_LARGE_VID_PREP_TIME,out_GENERAL_MEAL_RATING,out_PERC_UNIQUE_MEALS,out_AVG_TIME_PER_CATEGORY,out_AVG_TIME_PER_CLICK,out_MASTER_CLASSES_ATTENDED,change_TOTAL_MEALS_ORDERED,change_CONTACTS_W_CUSTOMER_SERVICE,change_LARGEST_ORDER_SIZE,change_TOTAL_PHOTOS_VIEWED,change_CANCELLATIONS_AFTER_NOON,change_FOLLOWED_RECOMMENDATIONS_PCT,change_MASTER_CLASSES_ATTENDED,change_MEDIAN_MEAL_RATING,change_AVG_CLICKS_PER_VISIT
255,825.0,1,13,8,12,3,58.3,0,3,0,1,6,2,0,0,1,0,0,70,70.8,3,0,1,16,0,0,0,1,0,920.4,0.0,212.39999999999998,13,61.53846153846154,19.433333333333334,3.64375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
256,5083.5,1,189,9,7,9,141.26,1,0,0,1,6,2,11,0,3,1,0,60,197.3,7,1,4,10,375,0,0,1,0,37289.700000000004,197.3,1381.1000000000001,756,4.761904761904762,15.695555555555554,14.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1365.0,1,34,2,4,1,106.78,1,0,0,0,5,1,4,0,1,1,1,80,176.8,6,0,1,16,0,0,0,0,1,6011.200000000001,0.0,1060.8000000000002,34,5.88235294117647,106.78,6.67375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
258,1065.0,1,12,2,11,9,89.39,1,1,0,0,7,2,6,0,0,0,0,60,88.2,3,0,2,15,0,0,0,1,0,1058.4,0.0,264.6,24,16.666666666666664,9.932222222222222,5.959333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
259,1550.0,1,121,2,6,3,23.72,1,4,1,1,6,2,3,0,5,0,0,80,141.6,4,0,3,12,0,0,1,0,0,17133.6,0.0,566.4,363,1.6528925619834711,7.906666666666666,1.9766666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,938.0,1,13,2,11,7,69.91,1,3,0,1,6,2,0,0,2,1,1,80,76.8,2,0,3,13,0,0,1,0,0,998.4,0.0,153.6,39,15.384615384615385,9.987142857142857,5.377692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
261,2948.75,1,91,1,6,8,42.0,1,1,0,1,6,2,11,4,2,0,0,80,151.2,2,1,3,13,513,0,1,0,0,13759.199999999999,151.2,302.4,273,1.098901098901099,5.25,3.230769230769231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1737.0,1,85,4,6,3,29.0,1,2,0,1,5,1,8,0,1,0,0,70,122.4,2,0,3,15,76,0,0,0,1,10404.0,0.0,244.8,255,4.705882352941177,9.666666666666666,1.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1620.0,1,42,3,5,1,96.74,1,0,0,1,6,2,0,0,2,1,1,60,140.0,4,0,3,11,141,0,0,1,0,5880.0,0.0,560.0,126,7.142857142857142,96.74,8.794545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,3682.5,1,147,3,7,9,175.42,1,0,0,1,6,1,45,0,3,1,0,80,216.7,7,2,3,13,0,0,0,0,1,31854.899999999998,433.4,1516.8999999999999,441,2.0408163265306123,19.49111111111111,13.493846153846153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
265,1350.0,1,38,9,4,7,84.0,1,1,1,1,6,2,0,3,5,1,1,70,86.4,3,1,2,16,0,0,0,1,0,3283.2000000000003,86.4,259.20000000000005,76,23.684210526315788,12.0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,1421.0,1,78,7,3,1,96.17,1,2,0,1,5,1,0,3,6,1,1,60,107.8,3,0,2,14,0,0,0,0,1,8408.4,0.0,323.4,156,8.974358974358974,96.17,6.869285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
267,3124.5,1,129,5,9,3,133.3,0,1,0,1,6,1,37,0,0,1,0,80,160.0,5,1,4,10,640,0,0,0,1,20640.0,160.0,800.0,516,3.875968992248062,44.43333333333334,13.330000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
268,1080.0,1,13,3,12,8,97.0,1,5,0,1,6,2,8,0,2,0,0,60,67.2,2,0,2,16,0,0,0,1,0,873.6,0.0,134.4,26,23.076923076923077,12.125,6.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
269,1395.0,1,71,3,4,5,98.0,1,4,0,1,6,2,0,0,2,0,0,80,148.9,5,1,2,15,0,0,0,0,1,10571.9,148.9,744.5,142,4.225352112676056,19.6,6.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
270,3180.0,1,138,5,8,2,103.06,1,3,0,1,5,2,11,0,2,0,0,80,165.8,5,1,4,11,294,0,0,1,0,22880.4,165.8,829.0,552,3.6231884057971016,51.53,9.36909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
271,2137.0,1,118,3,9,10,45.4,1,3,0,0,5,1,14,0,0,1,0,60,129.5,2,2,3,12,0,0,0,0,1,15281.0,259.0,259.0,354,2.5423728813559325,4.54,3.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
272,2880.0,1,153,9,7,1,68.0,1,0,1,1,5,2,0,9,2,0,0,60,188.4,5,1,3,14,0,0,1,0,0,28825.2,188.4,942.0,459,5.88235294117647,68.0,4.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
273,3720.0,1,125,6,7,7,191.86,1,1,1,1,5,2,11,2,1,0,0,60,349.3,8,1,4,12,0,0,0,0,1,43662.5,349.3,2794.4,500,4.8,27.40857142857143,15.988333333333335,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
274,3330.0,1,269,13,8,2,129.78,1,4,1,1,5,1,0,0,4,1,0,80,176.0,6,1,3,12,418,0,0,1,0,47344.0,176.0,1056.0,807,4.83271375464684,64.89,10.815,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2065.0,1,48,1,5,4,41.0,1,3,0,0,6,2,10,7,0,0,0,80,69.8,2,0,1,17,0,0,0,1,0,3350.3999999999996,0.0,139.6,48,2.083333333333333,10.25,2.411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
276,1520.0,1,44,2,5,5,118.64,1,1,1,1,5,2,11,0,3,0,0,70,104.0,4,0,3,12,0,0,0,0,1,4576.0,0.0,416.0,132,4.545454545454546,23.728,9.886666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277,1550.0,1,36,8,9,4,21.0,1,2,0,1,5,2,7,0,2,1,0,70,182.6,5,1,2,16,0,0,0,1,0,6573.599999999999,182.6,913.0,72,22.22222222222222,5.25,1.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
278,1550.0,1,59,7,5,9,41.13,1,1,0,1,5,2,5,4,3,0,0,80,133.7,3,1,3,13,0,0,0,1,0,7888.299999999999,133.7,401.09999999999997,177,11.864406779661017,4.57,3.163846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,1305.0,1,87,4,4,10,109.67,0,2,0,1,5,1,11,0,10,0,0,80,120.0,4,0,2,16,0,0,1,0,0,10440.0,0.0,480.0,174,4.597701149425287,10.967,6.854375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
280,1480.0,1,38,3,8,7,132.29,1,0,2,1,5,2,13,3,2,0,0,70,108.1,3,0,2,18,276,0,1,0,0,4107.8,0.0,324.29999999999995,76,7.894736842105263,18.898571428571426,7.349444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1947.0,1,62,5,8,10,74.77,1,3,0,1,6,1,2,2,1,1,0,60,136.2,4,1,3,12,256,0,1,0,0,8444.4,136.2,544.8,186,8.064516129032258,7.476999999999999,6.230833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1775.0,1,60,7,7,3,89.7,1,0,0,1,5,1,0,0,2,1,0,80,214.0,5,1,3,12,0,0,0,1,0,12840.0,214.0,1070.0,180,11.666666666666666,29.900000000000002,7.4750000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
283,4500.0,1,218,4,10,7,104.37,1,0,0,0,6,1,22,6,2,0,0,70,211.3,5,1,4,11,660,0,0,0,1,46063.4,211.3,1056.5,872,1.834862385321101,14.91,9.488181818181818,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
284,1450.0,1,131,5,4,5,116.59,1,1,0,1,6,2,14,0,0,0,0,70,109.7,4,0,3,13,0,0,0,1,0,14370.7,0.0,438.8,393,3.816793893129771,23.318,8.968461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,1260.0,1,33,2,5,8,55.0,1,2,0,0,6,1,7,0,1,0,0,70,165.6,5,1,2,17,0,0,0,1,0,5464.8,165.6,828.0,66,6.0606060606060606,6.875,3.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
286,1895.0,1,112,5,8,2,101.79,1,2,0,1,5,1,32,0,2,0,0,70,160.8,5,1,3,15,0,0,1,0,0,18009.600000000002,160.8,804.0,336,4.464285714285714,50.895,6.7860000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
287,1600.0,1,77,5,5,7,76.94,1,1,0,1,6,2,22,0,9,1,1,70,198.4,6,0,2,15,0,0,0,1,0,15276.800000000001,0.0,1190.4,154,6.493506493506493,10.991428571428571,5.129333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
288,1420.0,1,45,4,6,6,74.68,1,0,0,1,6,1,0,0,4,0,0,70,91.2,3,0,2,15,0,0,0,0,1,4104.0,0.0,273.6,90,8.88888888888889,12.446666666666667,4.978666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,1945.0,1,46,9,9,5,109.32,1,1,1,0,6,1,8,8,2,0,0,60,189.5,5,1,3,13,0,0,0,1,0,8717.0,189.5,947.5,138,19.565217391304348,21.863999999999997,8.409230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
290,1930.0,1,85,7,9,10,99.27,0,4,0,0,6,1,0,4,4,0,0,80,136.1,4,0,3,15,0,0,0,0,1,11568.5,0.0,544.4,255,8.235294117647058,9.927,6.617999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
291,1989.0,1,62,3,7,2,110.02,1,3,0,0,6,2,7,0,1,0,0,60,122.6,4,0,4,10,0,0,0,1,0,7601.2,0.0,490.4,248,4.838709677419355,55.01,11.001999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
292,1810.0,1,107,4,6,6,34.6,0,4,0,0,6,2,0,0,4,0,0,70,133.7,3,0,3,14,0,0,0,0,1,14305.9,0.0,401.09999999999997,321,3.7383177570093453,5.766666666666667,2.4714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,1300.0,1,41,2,7,8,99.64,1,2,0,1,5,1,1,0,4,0,0,60,89.4,3,0,3,13,0,0,0,1,0,3665.4,0.0,268.20000000000005,123,4.878048780487805,12.455,7.664615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,2595.0,1,110,4,8,5,153.5,1,2,1,1,6,2,8,0,0,0,0,80,151.3,3,1,3,12,260,0,0,1,0,16643.0,151.3,453.90000000000003,330,3.6363636363636362,30.7,12.791666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1810.0,1,48,4,8,10,74.41,1,3,0,0,6,2,14,8,5,0,0,60,148.6,5,0,3,15,170,0,0,1,0,7132.799999999999,0.0,743.0,144,8.333333333333332,7.441,4.960666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
296,1421.0,1,50,3,7,10,81.5,1,2,0,0,5,2,11,9,2,1,1,60,105.3,4,0,3,15,0,0,0,0,1,5265.0,0.0,421.2,150,6.0,8.15,5.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,2040.0,1,71,8,6,5,94.39,1,4,0,1,5,2,2,0,0,0,0,80,223.7,5,1,3,14,0,0,0,0,1,15882.699999999999,223.7,1118.5,213,11.267605633802818,18.878,6.742142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
298,1368.0,1,46,3,4,8,82.9,0,4,1,1,6,2,14,0,6,0,0,70,111.7,4,0,2,16,0,0,0,1,0,5138.2,0.0,446.8,92,6.521739130434782,10.3625,5.18125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299,2835.0,1,115,7,10,5,121.23,1,0,1,1,6,1,39,0,1,0,0,80,180.0,5,0,3,11,0,0,0,1,0,20700.0,0.0,900.0,345,6.086956521739131,24.246000000000002,11.020909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
300,800.0,1,15,7,11,5,19.77,1,3,0,1,6,1,1,0,1,0,0,70,63.0,1,0,2,16,0,0,0,0,1,945.0,0.0,63.0,30,46.666666666666664,3.9539999999999997,1.235625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
301,1510.0,1,38,8,6,10,25.5,1,3,0,0,6,2,13,6,1,0,0,60,155.6,4,1,3,13,0,0,0,1,0,5912.8,155.6,622.4,114,21.052631578947366,2.55,1.9615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
302,1230.0,1,67,5,6,2,63.5,1,2,1,1,5,2,6,2,3,0,0,60,91.2,4,0,2,17,60,0,0,1,0,6110.400000000001,0.0,364.8,134,7.462686567164178,31.75,3.735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,600.0,1,13,6,11,5,90.0,1,2,0,1,6,1,14,0,3,0,0,70,43.8,1,0,2,14,0,0,0,0,1,569.4,0.0,43.8,26,46.15384615384615,18.0,6.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
304,3210.0,1,145,4,7,3,91.0,1,0,0,0,5,1,2,0,1,1,0,60,264.6,7,1,4,12,256,0,0,0,1,38367.0,264.6,1852.2000000000003,580,2.7586206896551726,30.333333333333332,7.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,3105.0,1,183,9,9,10,116.5,1,2,0,0,6,1,12,0,10,0,0,80,229.0,7,1,3,14,0,0,0,0,1,41907.0,229.0,1603.0,549,4.918032786885246,11.65,8.321428571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
306,3367.5,1,57,7,9,7,109.44,1,1,0,1,5,1,0,0,1,0,0,60,212.7,3,2,3,11,448,0,0,0,1,12123.9,425.4,638.0999999999999,171,12.280701754385964,15.634285714285713,9.94909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1490.0,1,47,8,6,10,40.38,1,0,0,0,5,1,5,0,8,0,0,70,84.8,1,1,3,12,205,0,0,0,1,3985.6,84.8,84.8,141,17.02127659574468,4.038,3.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1493.0,1,54,7,4,7,80.44,1,2,0,0,5,1,0,1,2,0,0,80,122.8,4,0,2,16,0,0,0,1,0,6631.2,0.0,491.2,108,12.962962962962962,11.491428571428571,5.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,1590.0,1,50,6,4,4,89.0,1,2,0,1,5,1,24,0,1,0,0,60,139.4,4,2,3,12,247,0,1,0,0,6970.0,278.8,557.6,150,12.0,22.25,7.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3330.0,1,170,8,8,4,82.39,1,0,0,1,7,2,13,0,2,1,1,60,278.7,6,2,5,5,23,0,0,1,0,47379.0,557.4,1672.1999999999998,850,4.705882352941177,20.5975,16.478,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
311,4875.0,1,214,6,7,2,157.62,1,3,0,0,6,1,6,0,1,0,0,60,220.0,6,1,4,10,470,0,0,0,1,47080.0,220.0,1320.0,856,2.803738317757009,78.81,15.762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1740.0,1,49,2,8,10,103.6,1,2,0,1,6,1,0,0,3,1,0,70,128.4,3,0,3,13,0,1,0,0,1,6291.6,0.0,385.20000000000005,147,4.081632653061225,10.36,7.9692307692307685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,1700.0,1,38,8,9,2,107.25,1,2,0,0,5,0,25,2,0,0,0,60,117.3,4,2,3,14,81,0,0,1,0,4457.4,234.6,469.2,114,21.052631578947366,53.625,7.660714285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,929.0,1,14,8,11,3,78.44,1,1,0,1,6,1,7,0,0,0,0,70,104.0,4,0,3,11,0,0,1,0,0,1456.0,0.0,416.0,42,57.14285714285714,26.146666666666665,7.130909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
315,1890.0,1,129,6,7,1,121.18,1,0,1,1,5,1,5,0,3,1,0,80,184.5,6,1,3,13,0,1,0,1,0,23800.5,184.5,1107.0,387,4.651162790697675,121.18,9.321538461538463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
316,4575.0,1,188,7,8,10,127.69,1,3,0,1,6,1,0,0,2,0,0,80,181.6,5,1,4,10,378,1,0,0,1,34140.799999999996,181.6,908.0,752,3.723404255319149,12.769,12.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
317,4590.0,1,142,5,10,6,88.69,1,1,0,0,6,1,5,2,1,0,0,70,170.2,5,1,4,10,766,0,1,0,0,24168.399999999998,170.2,851.0,568,3.5211267605633805,14.781666666666666,8.869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
318,1195.0,1,62,4,6,1,205.6,1,3,1,1,6,2,9,0,1,1,0,60,130.2,4,0,2,15,268,0,0,0,1,8072.4,0.0,520.8,124,6.451612903225806,205.6,13.706666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,1985.0,1,51,6,8,5,83.49,1,1,0,1,6,2,2,0,2,1,0,80,172.5,4,0,3,12,0,0,0,1,0,8797.5,0.0,690.0,153,11.76470588235294,16.698,6.9575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,4650.0,1,176,8,7,10,110.47,1,2,0,1,5,1,0,0,4,1,0,80,196.4,5,1,4,10,674,0,0,1,0,34566.4,196.4,982.0,704,4.545454545454546,11.047,11.047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
321,1885.0,1,135,6,7,1,78.95,1,0,0,1,5,2,40,0,0,0,0,60,143.2,4,1,3,13,0,0,0,1,0,19332.0,143.2,572.8,405,4.444444444444445,78.95,6.073076923076924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,2100.0,1,150,6,9,2,89.0,1,2,0,1,5,2,4,1,5,0,0,80,159.0,4,0,3,11,0,0,1,0,0,23850.0,0.0,636.0,450,4.0,44.5,8.090909090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323,1710.0,1,85,2,5,1,83.0,1,0,0,1,6,2,0,0,3,0,0,70,156.4,5,1,3,13,130,0,0,1,0,13294.0,156.4,782.0,255,2.3529411764705883,83.0,6.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
324,1792.0,1,68,3,5,10,78.12,1,2,0,1,6,1,24,0,3,0,0,80,157.5,3,0,3,14,0,0,0,0,1,10710.0,0.0,472.5,204,4.411764705882353,7.812,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,4462.0,1,121,7,9,7,142.48,1,1,1,1,6,1,0,0,6,0,0,60,271.3,9,1,4,10,268,0,0,0,1,32827.3,271.3,2441.7000000000003,484,5.785123966942149,20.354285714285712,14.248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,854.0,1,12,6,11,6,12.8,1,0,0,1,5,1,18,0,2,0,0,70,98.7,2,0,2,16,232,0,0,0,1,1184.4,0.0,197.4,24,50.0,2.1333333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
327,1765.0,1,120,4,7,5,109.29,1,2,0,0,6,2,0,1,1,0,0,70,141.4,4,1,3,14,0,0,0,1,0,16968.0,141.4,565.6,360,3.3333333333333335,21.858,7.8064285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328,850.0,1,15,8,12,5,84.7,1,0,0,0,6,2,23,0,7,1,0,80,152.6,4,0,1,15,0,0,0,1,0,2289.0,0.0,610.4,15,53.333333333333336,16.94,5.6466666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
329,2432.5,1,34,1,6,9,33.0,1,0,0,1,6,1,10,8,0,1,1,80,105.6,4,0,2,15,0,0,0,1,0,3590.3999999999996,0.0,422.4,68,2.941176470588235,3.6666666666666665,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,1590.0,1,35,9,7,2,99.05,1,1,0,1,5,1,0,9,4,1,0,70,121.8,4,0,3,12,0,0,0,1,0,4263.0,0.0,487.2,105,25.71428571428571,49.525,8.254166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,1330.0,1,76,4,6,1,231.29999999999998,1,0,1,0,5,2,0,0,0,1,0,60,104.0,3,0,2,17,0,0,0,0,1,7904.0,0.0,312.0,152,5.263157894736842,231.29999999999998,13.605882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
332,1580.0,1,144,7,4,10,87.5,1,0,0,0,5,2,17,0,0,0,0,60,130.2,5,0,2,16,108,0,0,1,0,18748.8,0.0,651.0,288,4.861111111111112,8.75,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
333,2231.25,1,43,1,6,3,56.0,1,5,0,1,7,1,4,0,6,0,0,80,168.9,5,1,3,14,0,0,0,1,0,7262.7,168.9,844.5,129,2.3255813953488373,18.666666666666668,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
